ntype,endgroup,capatom,dihedral,delatom
a,23,38
a,46,61
a,113,128
a,127,129
a,141,152
a,137,153
a,197,198
a,206,221
a,241,244
a,256,267
a,264,268
a,266,269
a,289,292
a,410,425
a,422,426
a,424,427
a,447,450
a,449,451
a,473,474
a,496,497
a,505,520
a,519,521
a,533,544
a,556,567


