ntype,endgroup,capatom,dihedral,delatom
a,45,60
a,59,61
a,149,150
a,158,173
a,207,218
a,215,219
a,241,242
a,276,287
a,295,310
a,322,333
a,318,334
a,332,335
a,355,358
a,366,381
a,393,404
a,389,405
a,427,428
a,448,451
a,473,474
a,482,497
a,496,498
a,528,543
a,540,544
a,552,567
a,587,590
a,589,591


