ntype,endgroup,capatom,dihedral,delatom
a,15,16
a,46,61
a,83,84
a,96,107
a,127,130
a,129,131
a,143,154
a,206,221
a,220,222
a,252,267
a,264,268
a,288,291
a,299,314
a,311,315
a,327,338
a,350,361
a,358,362
a,396,407
a,392,408
a,420,431
a,430,432
a,440,455
a,452,456
a,454,457
a,477,480
a,479,481
a,493,504
a,501,505
a,517,528
a,513,529
a,527,530
a,545,546
a,551,566
a,563,567
a,565,568
a,580,591
a,588,592
a,590,593
a,605,616
a,601,617
a,629,631
a,625,632


