ntype,endgroup,capatom,dihedral,delatom
a,37,38
a,46,61
a,83,84
a,96,107
a,104,108
a,128,131
a,205,220
a,217,221
a,219,222
a,252,267
a,266,268
a,288,291
a,311,314
a,326,337
a,349,360
a,357,361
a,369,384
a,396,407
a,392,408
a,430,431
a,439,454
a,451,455
a,453,456
a,478,479

