ntype,endgroup,capatom,dihedral,delatom
a,15,16
a,94,105
a,125,128
a,216,217
a,259,262
a,261,263
a,293,308
a,320,331
a,343,354
a,351,355
a,363,378
a,390,401
a,423,424
a,446,447
a,469,470
a,482,493
a,490,494
a,506,517
a,514,518
a,516,519
a,539,542
a,541,543
a,555,566
a,574,589
a,601,612
a,609,613

